id,admin,first_name,last_name,initial,class,grade,register,reg_date,username,email,cell
469,469-ND,Nhlapo,De Wet,ND,09M,09,M,2283-08-01,nde wet,nde wet@sla.co.ac,0829524372
470,470-ND,Nhlapo,Delaport,ND,09M,09,M,2284-09-30,ndelaport,ndelaport@sla.co.ac,0822808223
471,471-ND,Nhlapo,Delport,ND,09M,09,M,2285-05-08,ndelport,ndelport@sla.co.ac,0827730296
472,472-ND,Neto,Dhanasir,ND,09M,09,M,2286-07-08,ndhanasir,ndhanasir@sla.co.ac,0827627905
473,473-ND,Nene,Dhladhla,ND,09M,09,M,2287-10-15,ndhladhla,ndhladhla@sla.co.ac,0822234461
474,474-ND,Neave,Dhunraj,ND,09M,09,M,2288-01-07,ndhunraj,ndhunraj@sla.co.ac,0827642984
475,475-ND,Ndlela,Dias,ND,09M,09,M,2289-02-01,ndias,ndias@sla.co.ac,0821783351
476,476-ND,Ndhlovu,Dlamini,ND,09M,09,M,2290-06-03,ndlamini,ndlamini@sla.co.ac,0829149148
477,477-NE,Narain Singh,Edmondson,NE,09M,09,M,2291-03-29,nedmondson,nedmondson@sla.co.ac,0825682786
478,478-NE,Nainaar,Elphick,NE,09M,09,M,2292-10-04,nelphick,nelphick@sla.co.ac,0826312649
479,479-NF,Naidu,Fairhurst,NF,09R,09,R,2293-03-21,nfairhurst,nfairhurst@sla.co.ac,0827810942
480,480-NF,Naidoo,Fella,NF,09R,09,R,2294-03-17,nfella,nfella@sla.co.ac,0820313794
481,481-NF,Naidoo,Fick,NF,09R,09,R,2295-01-24,nfick,nfick@sla.co.ac,0829000599
482,482-NF,Naidoo,Fischer,NF,09R,09,R,2296-12-15,nfischer,nfischer@sla.co.ac,0827726031
483,483-NF,Naidoo,Fourie,NF,09R,09,R,2297-11-19,nfourie,nfourie@sla.co.ac,0822298553
484,484-MF,Murimwa,Fourie,MF,09R,09,R,2298-11-03,mfourie,mfourie@sla.co.ac,0824680467
485,485-MF,Munezi,Froud,MF,09R,09,R,2299-09-29,mfroud,mfroud@sla.co.ac,0826859552
486,486-MG,Mukwe,Gaffney,MG,09R,09,R,2300-07-30,mgaffney,mgaffney@sla.co.ac,0827893464
487,487-MG,Mtetwa,Gewanlal,MG,09R,09,R,2301-07-30,mgewanlal,mgewanlal@sla.co.ac,0823036725
488,488-MG,Mtetwa,Gibson,MG,09R,09,R,2302-04-29,mgibson,mgibson@sla.co.ac,0820286778
489,489-MG,Motsaanaka,Ginn,MG,09R,09,R,2303-02-07,mginn,mginn@sla.co.ac,0822230258
490,490-MG,Mothekhe,Govender,MG,09R,09,R,2304-05-29,mgovender,mgovender@sla.co.ac,0827343436
491,491-MG,Morrey,Grobler,MG,09R,09,R,2305-09-16,mgrobler,mgrobler@sla.co.ac,0824902251
492,492-MH,Morrey,Hadebe,MH,09R,09,R,2306-11-17,mhadebe,mhadebe@sla.co.ac,0822118066
493,493-MH,Monyanyedi,Hadebe,MH,09R,09,R,2307-06-23,mhadebe,mhadebe@sla.co.ac,0823622053
494,494-MH,Moloi,Haviga,MH,09R,09,R,2308-05-29,mhaviga,mhaviga@sla.co.ac,0826458499
495,495-MH,Molobi,Haviga,MH,09R,09,R,2309-05-02,mhaviga,mhaviga@sla.co.ac,0822502931
496,496-MH,Molalugi,Hlophe,MH,09R,09,R,2310-05-07,mhlophe,mhlophe@sla.co.ac,0828354538
497,497-MH,Mokoena,Horton,MH,09R,09,R,2311-07-18,mhorton,mhorton@sla.co.ac,0824140403
498,498-MI,Mokoena,Ighalo,MI,09R,09,R,2312-09-23,mighalo,mighalo@sla.co.ac,0829876204
499,499-MI,Mokoena,Ighalo,MI,09R,09,R,2313-01-29,mighalo,mighalo@sla.co.ac,0821184831
500,500-MJ,Mokgatle,Jacobs,MJ,09R,09,R,2314-08-19,mjacobs,mjacobs@sla.co.ac,0829639957
501,501-MJ,Mojapelo,Jakavula,MJ,10H,10,H,2315-04-17,mjakavula,mjakavula@sla.co.ac,0828582592
502,502-MJ,Mochaka,JansevanRensburg,MJ,10H,10,H,2316-01-23,mjansevanrensburg,mjansevanrensburg@sla.co.ac,0825194147
503,503-MJ,Mkhonta,Jardim,MJ,10H,10,H,2317-05-19,mjardim,mjardim@sla.co.ac,0822021086
504,504-MJ,Mkhabela,Jeftha,MJ,10H,10,H,2318-03-04,mjeftha,mjeftha@sla.co.ac,0821920324
505,505-MJ,Mills,Jerry,MJ,10H,10,H,2319-03-28,mjerry,mjerry@sla.co.ac,0823403576
506,506-MJ,Meyi,Jones,MJ,10H,10,H,2320-04-05,mjones,mjones@sla.co.ac,0829566010
507,507-MJ,McKenna,Joubert,MJ,10H,10,H,2321-01-30,mjoubert,mjoubert@sla.co.ac,0826847081
508,508-MK,Maziku,Khan,MK,10H,10,H,2322-11-01,mkhan,mkhan@sla.co.ac,0825959288
509,509-MK,Mavengedza,Khan,MK,10H,10,H,2323-10-19,mkhan,mkhan@sla.co.ac,0827895748
510,510-MK,Matshoba,Khoza,MK,10H,10,H,2324-02-21,mkhoza,mkhoza@sla.co.ac,0822353390
511,511-MK,Matlhake,Kitchener,MK,10H,10,H,2325-01-23,mkitchener,mkitchener@sla.co.ac,0826063156
512,512-MK,Matjila,Komane,MK,10H,10,H,2326-01-14,mkomane,mkomane@sla.co.ac,0829833492
513,513-MK,Matadin,Kose,MK,10H,10,H,2327-08-22,mkose,mkose@sla.co.ac,0820570217
514,514-MK,Masondo,Kwinika,MK,10H,10,H,2328-01-14,mkwinika,mkwinika@sla.co.ac,0822800009
515,515-ML,Masemola,Landsberg,ML,10H,10,H,2329-08-04,mlandsberg,mlandsberg@sla.co.ac,0822962984
516,516-ML,Marx,Letsholo,ML,10H,10,H,2330-05-26,mletsholo,mletsholo@sla.co.ac,0822088801
517,517-ML,Martiens,Levey,ML,10H,10,H,2331-12-14,mlevey,mlevey@sla.co.ac,0826631699
518,518-ML,Manyakoana,Liebenberg,ML,10H,10,H,2332-03-12,mliebenberg,mliebenberg@sla.co.ac,0826601154
519,519-ML,Maloma,Liebenberg,ML,10H,10,H,2333-01-26,mliebenberg,mliebenberg@sla.co.ac,0820512463
520,520-ML,Malefofana,Lottering,ML,10H,10,H,2334-09-17,mlottering,mlottering@sla.co.ac,0824190535
521,521-ML,Malebana,Ludik,ML,10S,10,S,2335-09-30,mludik,mludik@sla.co.ac,0824231244
522,522-ML,Malatji,Lukhele,ML,10S,10,S,2336-04-07,mlukhele,mlukhele@sla.co.ac,0825524104
523,523-MM,Malatji,Machete,MM,10S,10,S,2337-07-24,mmachete,mmachete@sla.co.ac,0828383702
524,524-MM,Malapile,Maharaj,MM,10S,10,S,2338-04-23,mmaharaj,mmaharaj@sla.co.ac,0822366949
525,525-MM,Malapela,Makowe,MM,10S,10,S,2339-03-20,mmakowe,mmakowe@sla.co.ac,0828956616
526,526-MM,Makowe,Malapela,MM,10S,10,S,2340-10-16,mmalapela,mmalapela@sla.co.ac,0824087426
527,527-MM,Maharaj,Malapile,MM,10S,10,S,2341-09-04,mmalapile,mmalapile@sla.co.ac,0824971678
528,528-MM,Machete,Malatji,MM,10S,10,S,2342-09-09,mmalatji,mmalatji@sla.co.ac,0825888050
529,529-LM,Lukhele,Malatji,LM,10S,10,S,2343-11-16,lmalatji,lmalatji@sla.co.ac,0820568723
530,530-LM,Ludik,Malebana,LM,10S,10,S,2344-09-07,lmalebana,lmalebana@sla.co.ac,0822269795
531,531-LM,Lottering,Malefofana,LM,10S,10,S,2345-09-24,lmalefofana,lmalefofana@sla.co.ac,0825425348
532,532-LM,Liebenberg,Maloma,LM,10S,10,S,2346-08-29,lmaloma,lmaloma@sla.co.ac,0828235056
533,533-LM,Liebenberg,Manyakoana,LM,10S,10,S,2347-09-23,lmanyakoana,lmanyakoana@sla.co.ac,0825627869
534,534-LM,Levey,Martiens,LM,10S,10,S,2348-01-21,lmartiens,lmartiens@sla.co.ac,0826057085
535,535-LM,Letsholo,Marx,LM,10S,10,S,2349-01-03,lmarx,lmarx@sla.co.ac,0823266651
536,536-LM,Landsberg,Masemola,LM,10S,10,S,2350-02-29,lmasemola,lmasemola@sla.co.ac,0825930934
537,537-KM,Kwinika,Masondo,KM,10S,10,S,2351-05-06,kmasondo,kmasondo@sla.co.ac,0821729011
538,538-KM,Kose,Matadin,KM,10S,10,S,2352-11-07,kmatadin,kmatadin@sla.co.ac,0825963294
539,539-KM,Komane,Matjila,KM,11F,11,F,2353-05-28,kmatjila,kmatjila@sla.co.ac,0821738421
540,540-KM,Kitchener,Matlhake,KM,11F,11,F,2354-12-25,kmatlhake,kmatlhake@sla.co.ac,0826339276
541,541-KM,Khoza,Matshoba,KM,11F,11,F,2355-06-26,kmatshoba,kmatshoba@sla.co.ac,0826348548
542,542-KM,Khan,Mavengedza,KM,11F,11,F,2356-09-14,kmavengedza,kmavengedza@sla.co.ac,0821495103
543,543-KM,Khan,Maziku,KM,11F,11,F,2357-02-17,kmaziku,kmaziku@sla.co.ac,0822465535
544,544-JM,Joubert,McKenna,JM,11F,11,F,2358-10-18,jmckenna,jmckenna@sla.co.ac,0825128812
545,545-JM,Jones,Meyi,JM,11F,11,F,2359-11-11,jmeyi,jmeyi@sla.co.ac,0829365079
546,546-JM,Jerry,Mills,JM,11F,11,F,2360-04-10,jmills,jmills@sla.co.ac,0829586709
547,547-JM,Jeftha,Mkhabela,JM,11F,11,F,2361-08-10,jmkhabela,jmkhabela@sla.co.ac,0821230742
548,548-JM,Jardim,Mkhonta,JM,11F,11,F,2362-03-26,jmkhonta,jmkhonta@sla.co.ac,0825920773
549,549-JM,JansevanRensburg,Mochaka,JM,11F,11,F,2363-03-29,jmochaka,jmochaka@sla.co.ac,0823208704
550,550-JM,Jakavula,Mojapelo,JM,11F,11,F,2364-09-15,jmojapelo,jmojapelo@sla.co.ac,0820266007
551,551-JM,Jacobs,Mokgatle,JM,11F,11,F,2365-10-20,jmokgatle,jmokgatle@sla.co.ac,0821016923
552,552-IM,Ighalo,Mokoena,IM,11F,11,F,2366-08-09,imokoena,imokoena@sla.co.ac,0824201553
553,553-IM,Ighalo,Mokoena,IM,11F,11,F,2367-06-24,imokoena,imokoena@sla.co.ac,0821813025
554,554-HM,Horton,Mokoena,HM,11F,11,F,2368-12-24,hmokoena,hmokoena@sla.co.ac,0827145952
555,555-HM,Hlophe,Molalugi,HM,11F,11,F,2369-09-29,hmolalugi,hmolalugi@sla.co.ac,0826548233
556,556-HM,Haviga,Molobi,HM,11F,11,F,2370-09-08,hmolobi,hmolobi@sla.co.ac,0826480207
557,557-HM,Haviga,Moloi,HM,11F,11,F,2371-01-15,hmoloi,hmoloi@sla.co.ac,0827593890
558,558-HM,Hadebe,Monyanyedi,HM,11L,11,L,2372-06-24,hmonyanyedi,hmonyanyedi@sla.co.ac,0828226162
559,559-HM,Hadebe,Morrey,HM,11L,11,L,2373-07-28,hmorrey,hmorrey@sla.co.ac,0825618979
560,560-GM,Grobler,Morrey,GM,11L,11,L,2374-11-25,gmorrey,gmorrey@sla.co.ac,0827732515
561,561-GM,Govender,Mothekhe,GM,11L,11,L,2375-11-18,gmothekhe,gmothekhe@sla.co.ac,0825115840
562,562-GM,Ginn,Motsaanaka,GM,11L,11,L,2376-07-15,gmotsaanaka,gmotsaanaka@sla.co.ac,0820731085
563,563-GM,Gibson,Mtetwa,GM,11L,11,L,2377-01-08,gmtetwa,gmtetwa@sla.co.ac,0820118479
564,564-GM,Gewanlal,Mtetwa,GM,11L,11,L,2378-01-26,gmtetwa,gmtetwa@sla.co.ac,0820070628
565,565-GM,Gaffney,Mukwe,GM,11L,11,L,2379-03-20,gmukwe,gmukwe@sla.co.ac,0821993546
566,566-FM,Froud,Munezi,FM,11L,11,L,2380-12-09,fmunezi,fmunezi@sla.co.ac,0828288336
567,567-FM,Fourie,Murimwa,FM,11L,11,L,2381-06-10,fmurimwa,fmurimwa@sla.co.ac,0821587121
568,568-FN,Fourie,Naidoo,FN,11L,11,L,2382-05-02,fnaidoo,fnaidoo@sla.co.ac,0823243992
569,569-FN,Fischer,Naidoo,FN,11L,11,L,2383-10-18,fnaidoo,fnaidoo@sla.co.ac,0826326463
570,570-FN,Fick,Naidoo,FN,11L,11,L,2384-02-13,fnaidoo,fnaidoo@sla.co.ac,0821338411
571,571-FN,Fella,Naidoo,FN,11L,11,L,2385-12-10,fnaidoo,fnaidoo@sla.co.ac,0825470462
572,572-FN,Fairhurst,Naidu,FN,11L,11,L,2386-09-23,fnaidu,fnaidu@sla.co.ac,0829644039
573,573-EN,Elphick,Nainaar,EN,11L,11,L,2387-02-25,enainaar,enainaar@sla.co.ac,0829891734
574,574-EN,Edmondson,Narain Singh,EN,11L,11,L,2388-11-05,enarain singh,enarain singh@sla.co.ac,0820783214
575,575-DN,Dlamini,Ndhlovu,DN,11L,11,L,2389-11-15,dndhlovu,dndhlovu@sla.co.ac,0822259447
576,576-DN,Dias,Ndlela,DN,11L,11,L,2390-03-16,dndlela,dndlela@sla.co.ac,0824981853
577,577-DN,Dhunraj,Neave,DN,12G,12,G,2391-01-11,dneave,dneave@sla.co.ac,0824761306
578,578-DN,Dhladhla,Nene,DN,12G,12,G,2392-07-27,dnene,dnene@sla.co.ac,0829132100
579,579-DN,Dhanasir,Neto,DN,12G,12,G,2393-08-11,dneto,dneto@sla.co.ac,0826826963
580,580-DN,Delport,Nhlapo,DN,12G,12,G,2394-12-26,dnhlapo,dnhlapo@sla.co.ac,0827129098
581,581-DN,Delaport,Nhlapo,DN,12G,12,G,2395-05-03,dnhlapo,dnhlapo@sla.co.ac,0824574557
582,582-DN,De Wet,Nhlapo,DN,12G,12,G,2396-09-14,dnhlapo,dnhlapo@sla.co.ac,0822783271
583,583-DN,De Sas Kropiwnicki,Nkente,DN,12G,12,G,2397-05-25,dnkente,dnkente@sla.co.ac,0824295778
584,584-dN,de Nysschen,Norton,dN,12G,12,G,2398-05-04,dnorton,dnorton@sla.co.ac,0825804948
585,585-DN,De Klerk,Nyembe,DN,12G,12,G,2399-04-10,dnyembe,dnyembe@sla.co.ac,0823874306
586,586-DO,De Grandi Sala,Oxley,DO,12G,12,G,2400-10-28,doxley,doxley@sla.co.ac,0826140433
587,587-DP,Davis,Padayachee,DP,12G,12,G,2401-08-28,dpadayachee,dpadayachee@sla.co.ac,0826357361
588,588-CP,Confait,Pailman,CP,12G,12,G,2402-10-12,cpailman,cpailman@sla.co.ac,0824907414
589,589-CP,Coetzee,Phasha,CP,12G,12,G,2403-01-03,cphasha,cphasha@sla.co.ac,0825179236
590,590-CP,Coetzee,Pietersen,CP,12G,12,G,2404-12-22,cpietersen,cpietersen@sla.co.ac,0821333979
591,591-CP,Clarke,Pillay,CP,12G,12,G,2405-08-03,cpillay,cpillay@sla.co.ac,0821148446
592,592-CP,Clark,Pontes,CP,12R,12,R,2406-05-29,cpontes,cpontes@sla.co.ac,0823957200
593,593-CP,Clark,Poulton,CP,12R,12,R,2407-06-08,cpoulton,cpoulton@sla.co.ac,0826939853
594,594-CR,Carstens,Radebe,CR,12R,12,R,2408-03-02,cradebe,cradebe@sla.co.ac,0820652600
595,595-BR,Brown,Rall,BR,12R,12,R,2409-06-16,brall,brall@sla.co.ac,0820670780
596,596-BR,Britz,Ramchuran,BR,12R,12,R,2410-03-06,bramchuran,bramchuran@sla.co.ac,0828367190
597,597-BR,Botha,Ramjattan,BR,12R,12,R,2411-09-01,bramjattan,bramjattan@sla.co.ac,0823417534
598,598-BR,Beach,Ramlakan,BR,12R,12,R,2412-02-10,bramlakan,bramlakan@sla.co.ac,0822338081
599,599-BR,Bassog,Ramugumo,BR,12R,12,R,2413-03-10,bramugumo,bramugumo@sla.co.ac,0825080486
600,600-BR,Barnes,Reddy,BR,12R,12,R,2414-04-26,breddy,breddy@sla.co.ac,0820774511
601,601-BR,Bambata,Richter,BR,12R,12,R,2415-12-12,brichter,brichter@sla.co.ac,0829625221
602,602-BR,Baloyi,Roddan,BR,12R,12,R,2416-04-21,broddan,broddan@sla.co.ac,0828961781
603,603-BR,Baleta,Roman,BR,12R,12,R,2417-08-25,broman,broman@sla.co.ac,0821582123
604,604-BR,Badari,Rozycki,BR,12R,12,R,2418-12-24,brozycki,brozycki@sla.co.ac,0824282964
605,605-AR,Aphane,Rugnanan,AR,12R,12,R,2419-01-07,arugnanan,arugnanan@sla.co.ac,0828994788
606,606-AS,Adams,Samigramni,AS,12R,12,R,2420-10-26,asamigramni,asamigramni@sla.co.ac,0827211991
607,607-MS,Maziku,Sebata,MS,08L,08,L,2421-03-21,msebata,msebata@sla.co.ac,0827305866
608,608-MS,Mavengedza,Seebran,MS,08L,08,L,2422-10-12,mseebran,mseebran@sla.co.ac,0825051412
609,609-MS,Matshoba,Sequeira,MS,08L,08,L,2423-02-21,msequeira,msequeira@sla.co.ac,0827513050
610,610-MS,Matlhake,Serage,MS,08L,08,L,2424-02-16,mserage,mserage@sla.co.ac,0822007877
611,611-MS,Matjila,Shampandle,MS,08L,08,L,2425-06-15,mshampandle,mshampandle@sla.co.ac,0824499639
612,612-MS,Matadin,Shilenge,MS,08L,08,L,2426-08-09,mshilenge,mshilenge@sla.co.ac,0824732447
613,613-MS,Masondo,Singh,MS,08L,08,L,2427-06-14,msingh,msingh@sla.co.ac,0824983889
614,614-MS,Masemola,Slabbert,MS,08L,08,L,2428-10-29,mslabbert,mslabbert@sla.co.ac,0827317021
615,615-MS,Marx,Smal,MS,08L,08,L,2429-05-25,msmal,msmal@sla.co.ac,0825623725
616,616-MS,Martiens,Smallwood,MS,08L,08,L,2430-01-11,msmallwood,msmallwood@sla.co.ac,0828944668
617,617-MS,Manyakoana,Smallwood,MS,08L,08,L,2431-11-11,msmallwood,msmallwood@sla.co.ac,0829825215
618,618-MS,Maloma,Smit,MS,08L,08,L,2432-01-20,msmit,msmit@sla.co.ac,0822911601
619,619-MS,Malefofana,Smith,MS,08L,08,L,2433-04-05,msmith,msmith@sla.co.ac,0825644693
620,620-MS,Malebana,Smith,MS,08L,08,L,2434-10-23,msmith,msmith@sla.co.ac,0825973536
621,621-MS,Malatji,Solomons,MS,08L,08,L,2435-12-03,msolomons,msolomons@sla.co.ac,0821366217
622,622-MS,Malatji,Spohr,MS,08L,08,L,2436-06-20,mspohr,mspohr@sla.co.ac,0828195169
623,623-MS,Malapile,Stappard,MS,08L,08,L,2437-08-22,mstappard,mstappard@sla.co.ac,0829643037
624,624-MS,Malapela,Steenkamp,MS,08L,08,L,2438-09-12,msteenkamp,msteenkamp@sla.co.ac,0824174245
625,625-MS,Makowe,Strydom,MS,08L,08,L,2439-01-22,mstrydom,mstrydom@sla.co.ac,0825915396
626,626-MS,Maharaj,Sukdaven,MS,08L,08,L,2440-06-05,msukdaven,msukdaven@sla.co.ac,0826839991
627,627-MT,Machete,Taljaard,MT,08L,08,L,2441-10-04,mtaljaard,mtaljaard@sla.co.ac,0824388318
628,628-LT,Lukhele,Tantsi,LT,08L,08,L,2442-04-20,ltantsi,ltantsi@sla.co.ac,0824568852
629,629-LT,Ludik,Tetsa,LT,08L,08,L,2443-02-20,ltetsa,ltetsa@sla.co.ac,0826622405
630,630-LT,Lottering,Themba,LT,08L,08,L,2444-11-03,lthemba,lthemba@sla.co.ac,0826636000
631,631-LT,Liebenberg,Tiltmann,LT,08L,08,L,2445-04-30,ltiltmann,ltiltmann@sla.co.ac,0821099469
632,632-LT,Liebenberg,Tladi,LT,08M,08,M,2446-03-08,ltladi,ltladi@sla.co.ac,0821474806
633,633-LV,Levey,Van Eyk,LV,08M,08,M,2447-09-04,lvan eyk,lvan eyk@sla.co.ac,0828956018
634,634-LV,Letsholo,Van Niekerk,LV,08M,08,M,2448-08-28,lvan niekerk,lvan niekerk@sla.co.ac,0829863443
635,635-LV,Landsberg,Vanda,LV,08M,08,M,2449-04-26,lvanda,lvanda@sla.co.ac,0829466188
636,636-KV,Kwinika,VanderMerwe,KV,08M,08,M,2450-01-10,kvandermerwe,kvandermerwe@sla.co.ac,0828318191
637,637-KV,Kose,VanGreunen,KV,08M,08,M,2451-10-11,kvangreunen,kvangreunen@sla.co.ac,0828574522
638,638-KV,Komane,Vass,KV,08M,08,M,2452-05-20,kvass,kvass@sla.co.ac,0823739641
639,639-KV,Kitchener,Verwey,KV,08M,08,M,2453-01-27,kverwey,kverwey@sla.co.ac,0826593468
640,640-KW,Khoza,Waite,KW,08M,08,M,2454-11-16,kwaite,kwaite@sla.co.ac,0827309301
641,641-KW,Khan,Waite,KW,08M,08,M,2455-08-09,kwaite,kwaite@sla.co.ac,0821828442
642,642-KW,Khan,Wanga,KW,08M,08,M,2456-05-22,kwanga,kwanga@sla.co.ac,0824678798
643,643-JW,Joubert,Weston,JW,08M,08,M,2457-01-12,jweston,jweston@sla.co.ac,0827697886
644,644-JW,Jones,Woodburn,JW,08M,08,M,2458-08-21,jwoodburn,jwoodburn@sla.co.ac,0823213306
645,645-JZ,Jerry,Zwane,JZ,08M,08,M,2459-12-07,jzwane,jzwane@sla.co.ac,0828129421
646,646-JZ,Jeftha,Zwane,JZ,08M,08,M,2460-05-09,jzwane,jzwane@sla.co.ac,0822525217
647,647-JA,Jardim,Adams,JA,08M,08,M,2461-12-16,jadams,jadams@sla.co.ac,0826336192
648,648-JA,JansevanRensburg,Aphane,JA,08M,08,M,2462-05-07,japhane,japhane@sla.co.ac,0821236219
649,649-JB,Jakavula,Badari,JB,08M,08,M,2463-05-24,jbadari,jbadari@sla.co.ac,0827667772
650,650-JB,Jacobs,Baleta,JB,08M,08,M,2464-03-02,jbaleta,jbaleta@sla.co.ac,0821434051
651,651-IB,Ighalo,Baloyi,IB,08M,08,M,2465-06-28,ibaloyi,ibaloyi@sla.co.ac,0826810951
652,652-IB,Ighalo,Bambata,IB,08M,08,M,2466-04-02,ibambata,ibambata@sla.co.ac,0822971861
653,653-HB,Horton,Barnes,HB,08M,08,M,2467-07-15,hbarnes,hbarnes@sla.co.ac,0822242428
654,654-HB,Hlophe,Bassog,HB,08M,08,M,2468-11-20,hbassog,hbassog@sla.co.ac,0828421943
655,655-HB,Haviga,Beach,HB,08M,08,M,2469-01-06,hbeach,hbeach@sla.co.ac,0826775281
656,656-HB,Haviga,Botha,HB,09M,09,M,2470-05-11,hbotha,hbotha@sla.co.ac,0823881713
657,657-HB,Hadebe,Britz,HB,09M,09,M,2471-09-21,hbritz,hbritz@sla.co.ac,0821198957
658,658-HB,Hadebe,Brown,HB,09M,09,M,2472-10-07,hbrown,hbrown@sla.co.ac,0824203019
659,659-GC,Grobler,Carstens,GC,09M,09,M,2473-03-17,gcarstens,gcarstens@sla.co.ac,0825176712
660,660-GC,Govender,Clark,GC,09M,09,M,2474-03-27,gclark,gclark@sla.co.ac,0822982799
661,661-GC,Ginn,Clark,GC,09M,09,M,2475-10-15,gclark,gclark@sla.co.ac,0829661638
662,662-GC,Gibson,Clarke,GC,09M,09,M,2476-10-02,gclarke,gclarke@sla.co.ac,0825546625
663,663-GC,Gewanlal,Coetzee,GC,09M,09,M,2477-06-18,gcoetzee,gcoetzee@sla.co.ac,0823703786
664,664-GC,Gaffney,Coetzee,GC,09M,09,M,2478-06-30,gcoetzee,gcoetzee@sla.co.ac,0826987028
665,665-FC,Froud,Confait,FC,09M,09,M,2479-01-20,fconfait,fconfait@sla.co.ac,0828116958
666,666-FD,Fourie,Davis,FD,09M,09,M,2480-01-18,fdavis,fdavis@sla.co.ac,0826546061
667,667-FD,Fourie,De Grandi Sala,FD,09M,09,M,2481-04-19,fde grandi sala,fde grandi sala@sla.co.ac,0822278690
668,668-FD,Fischer,De Klerk,FD,09M,09,M,2482-07-16,fde klerk,fde klerk@sla.co.ac,0826420995
669,669-Fd,Fick,de Nysschen,Fd,09M,09,M,2483-06-04,fde nysschen,fde nysschen@sla.co.ac,0822212599
670,670-FD,Fella,De Sas Kropiwnicki,FD,09M,09,M,2484-03-11,fde sas kropiwnicki,fde sas kropiwnicki@sla.co.ac,0827057232
671,671-FD,Fairhurst,De Wet,FD,09M,09,M,2485-11-01,fde wet,fde wet@sla.co.ac,0822978695
672,672-ED,Elphick,Delaport,ED,09M,09,M,2486-04-19,edelaport,edelaport@sla.co.ac,0823506313
673,673-ED,Edmondson,Delport,ED,09M,09,M,2487-08-13,edelport,edelport@sla.co.ac,0826146117
674,674-DD,Dlamini,Dhanasir,DD,09M,09,M,2488-12-30,ddhanasir,ddhanasir@sla.co.ac,0829970277
675,675-DD,Dias,Dhladhla,DD,09M,09,M,2489-02-06,ddhladhla,ddhladhla@sla.co.ac,0820415280
676,676-DD,Dhunraj,Dhunraj,DD,09M,09,M,2490-01-22,ddhunraj,ddhunraj@sla.co.ac,0825805067
677,677-DD,Dhladhla,Dias,DD,09M,09,M,2491-11-23,ddias,ddias@sla.co.ac,0827479510
678,678-DD,Dhanasir,Dlamini,DD,09M,09,M,2492-07-26,ddlamini,ddlamini@sla.co.ac,0824976081
679,679-DE,Delport,Edmondson,DE,09M,09,M,2493-10-06,dedmondson,dedmondson@sla.co.ac,0829887386
680,680-DE,Delaport,Elphick,DE,09M,09,M,2494-10-04,delphick,delphick@sla.co.ac,0829654732
681,681-DF,De Wet,Fairhurst,DF,09R,09,R,2495-01-25,dfairhurst,dfairhurst@sla.co.ac,0828599838
682,682-DF,De Sas Kropiwnicki,Fella,DF,09R,09,R,2496-04-14,dfella,dfella@sla.co.ac,0824549101
683,683-dF,de Nysschen,Fick,dF,09R,09,R,2497-12-03,dfick,dfick@sla.co.ac,0821437947
684,684-DF,De Klerk,Fischer,DF,09R,09,R,2498-04-22,dfischer,dfischer@sla.co.ac,0823099214
685,685-DF,De Grandi Sala,Fourie,DF,09R,09,R,2499-06-07,dfourie,dfourie@sla.co.ac,0829693762
686,686-DF,Davis,Fourie,DF,09R,09,R,2500-09-14,dfourie,dfourie@sla.co.ac,0826003990
687,687-CF,Confait,Froud,CF,09R,09,R,2501-06-18,cfroud,cfroud@sla.co.ac,0828877000
688,688-CG,Coetzee,Gaffney,CG,09R,09,R,2502-07-30,cgaffney,cgaffney@sla.co.ac,0829137858
689,689-CG,Coetzee,Gewanlal,CG,09R,09,R,2503-05-10,cgewanlal,cgewanlal@sla.co.ac,0823990168
690,690-CG,Clarke,Gibson,CG,09R,09,R,2504-12-22,cgibson,cgibson@sla.co.ac,0828592526
691,691-CG,Clark,Ginn,CG,09R,09,R,2505-06-15,cginn,cginn@sla.co.ac,0826536914
692,692-CG,Clark,Govender,CG,09R,09,R,2506-11-14,cgovender,cgovender@sla.co.ac,0820238952
693,693-CG,Carstens,Grobler,CG,09R,09,R,2507-09-07,cgrobler,cgrobler@sla.co.ac,0824394011
694,694-BH,Brown,Hadebe,BH,09R,09,R,2508-10-19,bhadebe,bhadebe@sla.co.ac,0826214898
695,695-BH,Britz,Hadebe,BH,09R,09,R,2509-02-03,bhadebe,bhadebe@sla.co.ac,0824254114
696,696-BH,Botha,Haviga,BH,09R,09,R,2510-12-01,bhaviga,bhaviga@sla.co.ac,0821008661
697,697-BH,Beach,Haviga,BH,09R,09,R,2511-08-29,bhaviga,bhaviga@sla.co.ac,0822407849
698,698-BH,Bassog,Hlophe,BH,09R,09,R,2512-11-16,bhlophe,bhlophe@sla.co.ac,0821671147
699,699-BH,Barnes,Horton,BH,09R,09,R,2513-06-07,bhorton,bhorton@sla.co.ac,0824231623
700,700-BI,Bambata,Ighalo,BI,09R,09,R,2514-04-26,bighalo,bighalo@sla.co.ac,0827572654
701,701-BI,Baloyi,Ighalo,BI,09R,09,R,2515-01-02,bighalo,bighalo@sla.co.ac,0825181717
702,702-BJ,Baleta,Jacobs,BJ,09R,09,R,2516-10-27,bjacobs,bjacobs@sla.co.ac,0826595475
